키워드순번,키워드명,등록일시
15048,차세대 비디오 커머스,2021-12-08
15049,인간 AI 협업,2021-12-08
15050,유저 경험,2021-12-08
15051,비디오 인터랙션,2021-12-08
15052,Video Object Segmentation,2021-12-08
15053,Next gen video commerce,2021-12-08
15054,Human AI Collaboration,2021-12-08
15055,User Experience,2021-12-08
15056,Video Interaction,2021-12-08
15057,지역현안해결 기술사업화,2021-12-03
15058,hanbatholdings,2021-12-03
15059,대학기술지주회사,2021-12-02
15060,자회사,2021-12-02
15061,연구소기업,2021-12-02
15062,기술창업,2021-12-02
15063,기술사업화,2021-12-02
15064,투자연계,2021-12-02
15065,Technology Holding,2021-12-02
15066,Subsidiary company,2021-12-02
15067,research institute,2021-12-02
15068,technology startup,2021-12-02
15069,Technology commercialization,2021-12-02
15070,invest,2021-12-02
15071,기술사업화,2021-12-02
15072,기술창업,2021-12-02
15073,연구소기업 설립,2021-12-02
15074,선도기업발굴,2021-12-02
15075,투자유치,2021-12-02
15076,기업 맞춤형 전략,2021-12-02
15077,경영환경개선,2021-12-02
15078,홍보마케팅,2021-12-02
15079,Technology commercialization,2021-12-02
15080,Technology Business,2021-12-02
15081,Establishment of a research institute company,2021-12-02
15082,Finding a leading company,2021-12-02
15083,Attracting investment,2021-12-02
15084,A strategy tailored to the company,2021-12-02
15085,Improvement of business environment,2021-12-02
15086,Promotion marketing,2021-12-02
15087,대학기술지주,2021-12-02
15088,연구소기업,2021-12-02
15089,기술이전,2021-12-02
15090,일자리창출,2021-12-02
15091,투자,2021-12-02
15092,University Technology Holdings,2021-12-02
15093,Research based spin off company,2021-12-02
15094,Technology transfer,2021-12-02
15095,Job creation,2021-12-02
15096,Investment,2021-12-02
15097,첨단기술기업,2021-12-02
15098,첨단기술기업 지정,2021-12-02
15099,첨단기술제품 확인서,2021-12-02
15100,High tech enterprises,2021-12-02
15101,한국형 대기질 모니터링,2021-12-02
15102,저전력 초미세먼지 센서,2021-12-02
15103,실시간 대기질 모니터링,2021-12-02
15104,실시간 고장상태 모니터링,2021-12-02
15105,초소형 에어로졸 컨디셔너,2021-12-02
15106,Korean Air Quality Monitoring,2021-12-02
15107,고내구성,2021-11-30
15108,초발수,2021-11-30
15109,고투명,2021-11-30
15110,나노패턴,2021-11-30
15111,롤투롤,2021-11-30
15112,high durability,2021-11-30
15113,ultra water repellent,2021-11-30
15114,high transparent,2021-11-30
15115,nano pattern,2021-11-30
15116,Roll to roll,2021-11-30
15117,고주파 전력 전달,2021-11-29
15118,고출력,2021-11-29
15119,가속기 산업,2021-11-29
15120,진공 결합기,2021-11-29
15121,RF power coupler,2021-11-29
15122,RF power transfer,2021-11-29
15123,High power,2021-11-29
15124,Accelerator industry,2021-11-29
15125,Vacuum insulation,2021-11-29
15126,고주파 커플러,2021-11-29
15127,모바일 메신저,2021-11-29
15128,자동차번환,2021-11-29
15129,챗봇,2021-11-29
15130,플랫폼비즈니스,2021-11-29
15131,딥러닝,2021-11-29
15132,Mobile Messenger,2021-11-29
15133,License Number,2021-11-29
15134,Chatbot,2021-11-29
15135,Platform Business,2021-11-29
15136,Deep Learning,2021-11-29
15137,특허유산균 락토바실러스 뮤코세 엘엠1,2021-11-29
15138,동애등에,2021-11-29
15139,그루퍼,2021-11-29
15140,양어용 생균제,2021-11-29
15141,장 내 미생물 균총,2021-11-29
15142,Lactobacillus mucosae LM1,2021-11-29
15143,black soldier fly,2021-11-29
15144,Epinephelus,2021-11-29
15145,DFMs for Aquaculture,2021-11-29
15146,Microbiome,2021-11-29
15147,수소전기차,2021-11-29
15148,파워팩,2021-11-29
15149,막전극어셈블리,2021-11-29
15150,이오노머분리막,2021-11-29
15151,전극바인더,2021-11-29
15152,Fuel cell electric vehicle,2021-11-29
15153,Power pack,2021-11-29
15154,Membrane electrode assembly,2021-11-29
15155,Ionomer membrane,2021-11-29
15156,Electrode binder,2021-11-29
15157,레이다센서,2021-11-29
15158,레이다센서회로기판 이종접합,2021-11-29
15159,레이다센서의 방사패턴,2021-11-29
15160,레이다센서의 RCS,2021-11-29
15161,레이다 센서와 IoT기기융합,2021-11-29
15162,열 감지,2021-11-29
15163,영유아,2021-11-29
15164,노인,2021-11-29
15165,Radar sensor Antenna Array,2021-11-29
15166,Radar sensor PCB Dual Package,2021-11-29
15167,Radar sensor Beam Pattern,2021-11-29
15168,Radar sensor and IoT Device Convergence,2021-11-29
15169,Radar sensor and IoT device convergence,2021-11-29
15170,body temperature detection,2021-11-29
15171,child,2021-11-29
15172,old people,2021-11-29
15173,스마트 돈사,2021-11-29
15174,출하돈 카운팅,2021-11-29
15175,영상 처리,2021-11-29
15176,딥러닝,2021-11-29
15177,4th Industrial Revolution,2021-11-29
15178,Smart Pig Farm,2021-11-29
15179,Moving Pig Counting,2021-11-29
15180,Image Processing,2021-11-29
15181,4차 산업혁명,2021-11-29
15182,Deep Learning,2021-11-29
15183,자동긴급제동,2021-11-29
15184,운전자보조,2021-11-29
15185,멀티카메라,2021-11-29
15186,사물추적,2021-11-29
15187,공간정보,2021-11-29
15188,AEB,2021-11-29
15189,ADAS,2021-11-29
15190,Multicam,2021-11-29
15191,object tracking,2021-11-29
15192,spatial information,2021-11-29
15193,유해화학물질 분해,2021-11-28
15194,나노소재,2021-11-28
15195,미세먼지흡착,2021-11-28
15196,하이브리드기능,2021-11-28
15197,지능형센서,2021-11-28
15198,공기청정기,2021-11-28
15199,보건용마스크,2021-11-28
15200,에어필터,2021-11-28
15201,Decomposition of hazardous chemicals,2021-11-28
15202,Nano materials,2021-11-28
15203,Dust Adsorption,2021-11-28
15204,Hybrid function,2021-11-28
15205,Intelligent Sensor,2021-11-28
15206,Air Purifier,2021-11-28
15207,Mask,2021-11-28
15208,Air Filter,2021-11-28
15209,상습 교통정체,2021-11-26
15210,인공지능 영상 분석,2021-11-26
15211,AI 카메라,2021-11-26
15212,실시간 교통 데이터,2021-11-26
15213,교통 시뮬레이션,2021-11-26
15214,교통 신호 제어,2021-11-26
15215,Reccurent congestion,2021-11-26
15216,AI video analysis,2021-11-26
15217,AI camera,2021-11-26
15218,realtime traffic data,2021-11-26
15219,traffic simulation,2021-11-26
15220,traffic signal control,2021-11-26
15221,자돈 폐사,2021-11-26
15222,사료 첨가제,2021-11-26
15223,가축 질병 예방,2021-11-26
15224,양돈 생산성,2021-11-26
15225,악취저감,2021-11-26
15226,Piglet mortality,2021-11-26
15227,Feed additive,2021-11-26
15228,Livestock disease prevention,2021-11-26
15229,Pig productivity,2021-11-26
15230,Odor reduction,2021-11-26
15231,정보통신기술,2021-11-26
15232,모니터링,2021-11-26
15233,수송기기,2021-11-26
15234,확장형,2021-11-26
15235,안전관리시스템,2021-11-26
15236,Information and Communications Technology,2021-11-26
15237,Monitoring,2021-11-26
15238,Transport equipment,2021-11-26
15239,Expandable,2021-11-26
15240,Safety management system,2021-11-26
15241,방열,2021-11-26
15242,전기자동차,2021-11-26
15243,전장,2021-11-26
15244,실내조명,2021-11-26
15245,Thermal Suppression,2021-11-26
15246,Electric vehicle,2021-11-26
15247,Electric parts,2021-11-26
15248,Interior Light,2021-11-26
15249,산성배수억제,2021-11-26
15250,미생물 제제,2021-11-26
15251,인 가용성 미생물,2021-11-26
15252,오얌토양복원,2021-11-26
15253,식생촉진,2021-11-26
15254,ARD supression,2021-11-26
15255,Microbial agent,2021-11-26
15256,P solubilizing bacteria,2021-11-26
15257,Soil remediation,2021-11-26
15258,Vegetative stimulation,2021-11-26
15259,열전지,2021-11-25
15260,액상음극,2021-11-25
15261,일차전지,2021-11-25
15262,유도미사일,2021-11-25
15263,thermal battery,2021-11-25
15264,LAN,2021-11-25
15265,battery,2021-11-25
15266,missile,2021-11-25
15267,인지 재활 훈련,2021-11-25
15268,디지털 헬스,2021-11-25
15269,인터랙티브 교구,2021-11-25
15270,셀프 케어,2021-11-25
15271,비대면,2021-11-25
15272,cognitive rehabilitation training,2021-11-25
15273,digital health,2021-11-25
15274,Interactive tools,2021-11-25
15275,self care,2021-11-25
15276,contactless,2021-11-25
15277,교통약자,2021-11-22
15278,온디맨드,2021-11-22
15279,모빌리티,2021-11-22
15280,카풀,2021-11-22
15281,자동 수요응답형 셔틀,2021-11-22
15282,자율주행셔틀,2021-11-22
15283,the mobility handicapped,2021-11-22
15284,on demand,2021-11-22
15285,mobility,2021-11-22
15286,carpool,2021-11-22
15287,Automated Demand Responsive Shuttle,2021-11-22
15288,self driving shuttle,2021-11-22
15289,블랙아이스,2021-11-18
15290,사회적 문제 해결,2021-11-18
15291,AI,2021-11-18
15292,IoT,2021-11-18
15293,실시간 도로정보,2021-11-18
15294,교통사고 예방,2021-11-18
15295,도로교통안전,2021-11-18
15296,노면 마찰력,2021-11-18
15297,Black ice,2021-11-18
15298,Social problem solving,2021-11-18
15299,AI,2021-11-18
15300,IoT,2021-11-18
15301,Real time road information,2021-11-18
15302,Prevention of traffic accidents,2021-11-18
15303,Road traffic safety,2021-11-18
15304,Road friction,2021-11-18
15305,고령친화상품,2021-11-18
15306,인지장애,2021-11-18
15307,골다공증,2021-11-18
15308,겐티아나루테아,2021-11-18
15309,천연물,2021-11-18
15310,건강기능식품,2021-11-18
15311,Cognitive disability,2021-11-18
15312,Osteoporosis,2021-11-18
15313,Gentiana lutea,2021-11-18
15314,Natural product,2021-11-18
15315,Health functional food,2021-11-18
15316,밀폐공간,2021-11-17
15317,안전,2021-11-17
15318,센서모듈,2021-11-17
15319,가스감지,2021-11-17
15320,관리 시스템,2021-11-17
15321,게이트웨이,2021-11-17
15322,서버,2021-11-17
15323,환기팬,2021-11-17
15324,closed sites,2021-11-17
15325,safety,2021-11-17
15326,sensor module,2021-11-17
15327,gas detection,2021-11-17
15328,management system,2021-11-17
15329,gateway,2021-11-17
15330,server,2021-11-17
15331,ventilation fan,2021-11-17
15332,쓰레기,2021-11-17
15333,무단투기,2021-11-17
15334,행동인식,2021-11-17
15335,인공지능,2021-11-17
15336,투기탐지,2021-11-17
15337,관리시스템,2021-11-17
15338,영상감시장치,2021-11-17
15339,CCTV,2021-11-17
15340,Garbage,2021-11-17
15341,Dumping,2021-11-17
15342,Behavior recognition,2021-11-17
15343,Artificial intelligence,2021-11-17
15344,Pose Estimation,2021-11-17
15345,Management System,2021-11-17
15346,지체장애인,2021-11-16
15347,보행네비게이션,2021-11-16
15348,인공지능,2021-11-16
15349,보행약자,2021-11-16
15350,정밀 보행지도,2021-11-16
15351,보행로 관제 시스템,2021-11-16
15352,physically handicapped,2021-11-16
15353,walking navigation,2021-11-16
15354,AI,2021-11-16
15355,walking handicapped,2021-11-16
15356,precision walking map,2021-11-16
15357,control system,2021-11-16
15358,시작품,2021-11-12
15359,자동차융합기술원,2021-11-12
15360,전자기적합성,2021-11-12
15361,고분자 복합소재,2021-11-12
15362,카본블랙,2021-11-12
15363,사출기술,2021-11-12
15364,EMC,2021-11-12
15365,JIAT,2021-11-12
15366,CF,2021-11-12
15367,MCF,2021-11-12
15368,ACU,2021-11-12
15369,ECU,2021-11-12
15370,피쉬콜라겐,2021-11-11
15371,저분자,2021-11-11
15372,피부개선,2021-11-11
15373,영양제,2021-11-11
15374,poor,2021-11-11
15375,Fish collagen,2021-11-11
15376,small molecule,2021-11-11
15377,skin improvement,2021-11-11
15378,nutritional supplements,2021-11-11
15379,박대,2021-11-11
15380,고분자 마이셀,2021-11-10
15381,화장품,2021-11-10
15382,화장품소재,2021-11-10
15383,약물전달시스템,2021-11-10
15384,기능성 화장품,2021-11-10
15385,Polymeric micelle,2021-11-10
15386,Cosmetic product,2021-11-10
15387,Cosmetic agent,2021-11-10
15388,Drug delivery system,2021-11-10
15389,Functional cosmetic,2021-11-10
15390,자연살해세포,2021-11-09
15391,간암,2021-11-09
15392,급성 골수성 백혈병,2021-11-09
15393,항암면역치료제,2021-11-09
15394,면역,2021-11-09
15395,NK,2021-11-09
15396,Liver Cancer,2021-11-09
15397,AML,2021-11-09
15398,Cancer Immunotherapy,2021-11-09
15399,Immune,2021-11-09
15400,바이오레티놀,2021-11-09
15401,주름개선,2021-11-09
15402,화장품,2021-11-09
15403,효모발효,2021-11-09
15404,분리정제,2021-11-09
15405,Bioretinol,2021-11-09
15406,Wrinkle free,2021-11-09
15407,Cosmetics,2021-11-09
15408,Yeast Fermentation,2021-11-09
15409,Purification,2021-11-09
15410,ESS,2021-11-09
15411,배터리,2021-11-09
15412,히트싱크,2021-11-09
15413,전기차충전기,2021-11-09
15414,충전,2021-11-09
15415,ESS,2021-11-09
15416,battery,2021-11-09
15417,heat sink,2021-11-09
15418,Electric vehicle charger,2021-11-09
15419,charging,2021-11-09
15420,산소 17,2021-11-08
15421,동위원소,2021-11-08
15422,농축,2021-11-08
15423,레이저,2021-11-08
15424,oxygen 17,2021-11-08
15425,isotope,2021-11-08
15426,enrich,2021-11-08
15427,laser,2021-11-08
15428,통신 게이트웨이,2021-11-08
15429,웨어러블 디바이스,2021-11-08
15430,Communication Gateway,2021-11-08
15431,Wearable Device,2021-11-08
15432,금속지지체,2021-11-05
15433,코팅촉매,2021-11-05
15434,촉매 슬러리,2021-11-05
15435,대량생산,2021-11-05
15436,최적화,2021-11-05
15437,Metal monolith,2021-11-05
15438,Coating catalyst,2021-11-05
15439,Catalyst slurry,2021-11-05
15440,Mass production,2021-11-05
15441,Optimization,2021-11-05
15442,내방사선 가속도계,2021-11-05
15443,3D 레이저 금속 프린팅,2021-11-05
15444,터빈블레이드,2021-11-05
15445,극한환경,2021-11-05
15446,Radiation Hardening,2021-11-05
15447,3D Laser Metal Printing,2021-11-05
15448,LP Turbine Blade,2021-11-05
15449,Extreme Environment,2021-11-05
15450,반도체 키트,2021-11-05
15451,휴대용 검출기,2021-11-05
15452,그래핀 센서,2021-11-05
15453,인터페이싱 화합물,2021-11-05
15454,팬데믹 바이러스,2021-11-05
15455,MEMS kits,2021-11-05
15456,Portable detector,2021-11-05
15457,Graphene sensor,2021-11-05
15458,Interfacing chemistry,2021-11-05
15459,Pandemic virus,2021-11-05
15460,배터리충전 상태,2021-11-05
15461,데이터수집기,2021-11-05
15462,친환경,2021-11-05
15463,어플리케이션,2021-11-05
15464,Secondary Cell,2021-11-05
15465,Stage of Charge,2021-11-05
15466,Data Acquisition,2021-11-05
15467,Eco,2021-11-05
15468,Application,2021-11-05
15469,이차전지,2021-11-05
15470,후각 장애,2021-11-04
15471,발향장치,2021-11-04
15472,후각 역치검사,2021-11-04
15473,후각 식별검사,2021-11-04
15474,후각 인지검사,2021-11-04
15475,Anosmia,2021-11-04
15476,Scent Display,2021-11-04
15477,Threshold,2021-11-04
15478,Discrimination Test,2021-11-04
15479,Identification Test,2021-11-04
15480,스마트팜,2021-11-02
15481,딥러닝,2021-11-02
15482,농업,2021-11-02
15483,병충해,2021-11-02
15484,온실,2021-11-02
15485,진단,2021-11-02
15486,플랫폼,2021-11-02
15487,Smart Farm,2021-11-02
15488,Deep Learning,2021-11-02
15489,Agriculture,2021-11-02
15490,Pest Ccontrol,2021-11-02
15491,Greenhouse,2021-11-02
15492,diagnosis,2021-11-02
15493,Platform,2021-11-02
15494,인공지능,2021-11-01
15495,배터리,2021-11-01
15496,고정밀,2021-11-01
15497,Impedance,2021-11-01
15498,big data,2021-11-01
15499,AI,2021-11-01
15500,battery,2021-11-01
15501,high precision,2021-11-01
15502,임피던스,2021-11-01
15503,빅데이터,2021-11-01
15504,항생제내성,2021-10-31
15505,메티실린 내성의 황색포도알균,2021-10-31
15506,신속진단,2021-10-31
15507,고리매개등온증폭법,2021-10-31
15508,원헬스,2021-10-31
15509,Antimicrobial resistance,2021-10-31
15510,Methicillin resistant Staphylococcus aureus,2021-10-31
15511,Rapid diagnosis,2021-10-31
15512,Loop Mediated Isothermal Amplification,2021-10-31
15513,One health,2021-10-31
15514,반려동물,2021-10-29
15515,의료정보,2021-10-29
15516,자가진단,2021-10-29
15517,EM기반 혈당센서,2021-10-29
15518,RFID 시스템,2021-10-29
15519,pet,2021-10-29
15520,medical information,2021-10-29
15521,self diagnosis,2021-10-29
15522,EM based glucose sensor,2021-10-29
15523,RFID System,2021-10-29
15524,복합소재,2021-10-29
15525,친환경,2021-10-29
15526,불연,2021-10-29
15527,건축마감재,2021-10-29
15528,Ceramics,2021-10-29
15529,Composite material,2021-10-29
15530,Eco friendly,2021-10-29
15531,Non flammable,2021-10-29
15532,세라믹,2021-10-29
15533,Construction finishing materials,2021-10-29
15534,치과질환,2021-10-29
15535,한의학,2021-10-29
15536,외용제제,2021-10-29
15537,소재,2021-10-29
15538,품질규격,2021-10-29
15539,Dental disease,2021-10-29
15540,Korean Medicine,2021-10-29
15541,Topical treatment,2021-10-29
15542,Materials,2021-10-29
15543,Quality control,2021-10-29
15544,에코 미니 하우스,2021-10-29
15545,3D 프린팅,2021-10-29
15546,현지 토양,2021-10-29
15547,친환경 재료,2021-10-29
15548,건설,2021-10-29
15549,Eco Tiny House,2021-10-29
15550,3D Printing,2021-10-29
15551,Local Soil,2021-10-29
15552,Eco Friendly material,2021-10-29
15553,Construction,2021-10-29
15554,입자가속기,2021-10-29
15555,중성자비파괴검사,2021-10-29
15556,이온발생기,2021-10-29
15557,항공기 엔진 블레이드,2021-10-29
15558,사이클로트론,2021-10-29
15559,Particle accelerator,2021-10-29
15560,Neutron radiography,2021-10-29
15561,Ion generator,2021-10-29
15562,Aircraft engine blade,2021-10-29
15563,Cyclotron,2021-10-29
15564,변류기,2021-10-29
15565,권수비,2021-10-29
15566,권수비,2021-10-29
15567,권수비,2021-10-29
15568,여자특성곡선,2021-10-29
15569,Current Transformer,2021-10-29
15570,Turn Ratio,2021-10-29
15571,Knee Point,2021-10-29
15572,Phase Angle,2021-10-29
15573,Excitation Curve,2021-10-29
15574,미세먼지,2021-10-29
15575,에어로졸,2021-10-29
15576,발생기,2021-10-29
15577,흡입독성,2021-10-29
15578,fine dust,2021-10-29
15579,aerosol,2021-10-29
15580,generator,2021-10-29
15581,inhalation toxicity,2021-10-29
15582,신사업,2021-10-29
15583,비즈니스모델,2021-10-29
15584,환경분석,2021-10-29
15585,트렌드,2021-10-29
15586,후속지원,2021-10-29
15587,경쟁사,2021-10-29
15588,전환,2021-10-29
15589,traditional company,2021-10-29
15590,new business,2021-10-29
15591,business model,2021-10-29
15592,전통기업,2021-10-29
15593,enviroment analysis,2021-10-29
15594,trend,2021-10-29
15595,follow up support,2021-10-29
15596,competitor,2021-10-29
15597,conversion,2021-10-29
15598,실시간 유전자 증폭기술,2021-10-29
15599,약물유전학,2021-10-29
15600,개인맞춤 유전자 진단,2021-10-29
15601,약물치료 예후예측,2021-10-29
15602,펩타이드핵산,2021-10-29
15603,Real time amplification technology,2021-10-29
15604,Pharmacogenetics,2021-10-29
15605,Personalized genetic diagnosis,2021-10-29
15606,Drug treatment prognosis,2021-10-29
15607,Peptide Nucleic Acid,2021-10-29
15608,실크로드 ALM,2021-10-29
15609,소프트웨어 개발 생애주기 통합 관리,2021-10-29
15610,요구사항 관리,2021-10-29
15611,소프트웨어 개발 신뢰성,2021-10-29
15612,안전 필수 소프트웨어 개발,2021-10-29
15613,SILKROAD ALM,2021-10-29
15614,SW Development Lifecycle Integration Management,2021-10-29
15615,Requirement Management,2021-10-29
15616,SW Development Reliability,2021-10-29
15617,Safety Critical SW Development,2021-10-29
15618,조명,2021-10-28
15619,엘이디,2021-10-28
15620,선박,2021-10-28
15621,집어등,2021-10-28
15622,에너지,2021-10-28
15623,light,2021-10-28
15624,LED,2021-10-28
15625,SHIP,2021-10-28
15626,pick up light,2021-10-28
15627,energy,2021-10-28
15628,수술로봇 시스템,2021-10-28
15629,전자기장,2021-10-28
15630,혈관치료,2021-10-28
15631,전자기석 코일,2021-10-28
15632,정밀의학,2021-10-28
15633,Surgical robot system,2021-10-28
15634,Electromagnetic field,2021-10-28
15635,Vascular treatment,2021-10-28
15636,Electromagnetic coil,2021-10-28
15637,Precision medicine,2021-10-28
15638,방향 전환 밸브,2021-10-27
15639,채터링,2021-10-27
15640,로직 밸브,2021-10-27
15641,고압 필터,2021-10-27
15642,고소작업차,2021-10-27
15643,Directional valve,2021-10-27
15644,Chattering,2021-10-27
15645,Logic valve,2021-10-27
15646,High pressure filter,2021-10-27
15647,Aerial work platform,2021-10-27
15648,태양광발전,2021-10-26
15649,이동형 전원공급장치,2021-10-26
15650,에너지저장장치,2021-10-26
15651,배터리팩,2021-10-26
15652,Photovoltaic,2021-10-26
15653,Mobile power supply,2021-10-26
15654,ESS,2021-10-26
15655,battery pack,2021-10-26
15656,콘택트렌즈,2021-10-26
15657,고분자 접합기술,2021-10-26
15658,약물 방출 제어 플랫폼,2021-10-26
15659,안구건조증,2021-10-26
15660,안질환,2021-10-26
15661,Contact lens,2021-10-26
15662,Polymer to polymer bonding technology,2021-10-26
15663,Drug release control platform,2021-10-26
15664,Dry eyes,2021-10-26
15665,Eye disease,2021-10-26
15666,차량용 리눅스,2021-10-26
15667,모빌리티 웹 플랫폼,2021-10-26
15668,컨테이너,2021-10-26
15669,자율주행,2021-10-26
15670,전기자동차,2021-10-26
15671,AGL,2021-10-26
15672,Web platform,2021-10-26
15673,Container,2021-10-26
15674,Autonomous drive,2021-10-26
15675,Electric vehicle,2021-10-26
15676,참외,2021-10-25
15677,참외추출물,2021-10-25
15678,이너뷰티,2021-10-25
15679,건강식품,2021-10-25
15680,천연소재,2021-10-25
15681,oriental melon,2021-10-25
15682,oriental melon extract,2021-10-25
15683,Inner beauty,2021-10-25
15684,health food,2021-10-25
15685,Natural material,2021-10-25
15686,혈중종양세포,2021-10-25
15687,희소세포분리,2021-10-25
15688,암 진단,2021-10-25
15689,동반진단,2021-10-25
15690,원심미세유체기술,2021-10-25
15691,미세유체기술,2021-10-25
15692,연속원심미세유체기술,2021-10-25
15693,Circulating Tumor Cell,2021-10-25
15694,Rare cell isolation,2021-10-25
15695,cancer diagnostics,2021-10-25
15696,companion diagnostics,2021-10-25
15697,centrifugal microfluidics,2021-10-25
15698,microfluidics,2021-10-25
15699,Continuous centrifugal microfluidics,2021-10-25
15700,코딩교육,2021-10-25
15701,AR,2021-10-25
15702,metaverse,2021-10-25
15703,coding education,2021-10-25
15704,AR,2021-10-25
15705,메타버스,2021-10-25
15706,펄스 전자기장,2021-10-25
15707,반려동물,2021-10-25
15708,동물용 의료기기,2021-10-25
15709,스트레스 완화,2021-10-25
15710,자기장,2021-10-25
15711,수의학,2021-10-25
15712,PEMF,2021-10-25
15713,PeT,2021-10-25
15714,Medical devices for animals,2021-10-25
15715,stress relief,2021-10-25
15716,magnetic field,2021-10-25
15717,veterinary,2021-10-25
15718,실내자전거,2021-10-22
15719,홈피트니스,2021-10-22
15720,스마트장갑,2021-10-22
15721,스마트 VR,2021-10-22
15722,Realistic content,2021-10-22
15723,indoor bike,2021-10-22
15724,home fitness,2021-10-22
15725,smart glove,2021-10-22
15726,smart VR,2021-10-22
15727,실감형 컨텐츠,2021-10-22
15728,스마트기기,2021-10-21
15729,엣지컴퓨팅,2021-10-21
15730,이산화탄소,2021-10-21
15731,원격제어,2021-10-21
15732,클라우드,2021-10-21
15733,일조량,2021-10-21
15734,모니터링,2021-10-21
15735,CO2 generator,2021-10-21
15736,smart device,2021-10-21
15737,edge computing,2021-10-21
15738,탄산가스 발생기,2021-10-21
15739,corbon dioxide,2021-10-21
15740,remote control,2021-10-21
15741,cloud,2021-10-21
15742,solar radiation,2021-10-21
15743,monitoring,2021-10-21
15744,누설자속감소,2021-10-21
15745,에어갭 코아,2021-10-21
15746,저손실 리액터,2021-10-21
15747,시스템 효율 상승,2021-10-21
15748,코아접합본드,2021-10-21
15749,Reduced leakage magnetic flux,2021-10-21
15750,Air Gap Core,2021-10-21
15751,Low loss reactor,2021-10-21
15752,System efficiency increase core bonding bond,2021-10-21
15753,core bonding bond,2021-10-21
15754,전기차 픽업트럭,2021-10-21
15755,전자식 차동기어,2021-10-21
15756,솔레노이드 하우징,2021-10-21
15757,시제품,2021-10-21
15758,Electric Pickup Truck,2021-10-21
15759,Electric Differential Gear,2021-10-21
15760,Solenoid Housing,2021-10-21
15761,Prototype,2021-10-21
15762,보철물,2021-10-21
15763,클라우드,2021-10-21
15764,플랫폼,2021-10-21
15765,서비스,2021-10-21
15766,digital dentistry,2021-10-21
15767,prosthesis,2021-10-21
15768,cloud,2021-10-21
15769,platform,2021-10-21
15770,service,2021-10-21
15771,디지털 치과,2021-10-21
15772,시각장애인,2021-10-21
15773,길안내,2021-10-21
15774,체험교육,2021-10-21
15775,영상분석,2021-10-21
15776,객체분류,2021-10-21
15777,음성전환,2021-10-21
15778,시연,2021-10-21
15779,Artificial intelligence,2021-10-21
15780,Blind man,2021-10-21
15781,Navigation,2021-10-21
15782,인공지능,2021-10-21
15783,Experience training,2021-10-21
15784,Image analysis,2021-10-21
15785,object classification,2021-10-21
15786,voice change,2021-10-21
15787,testing,2021-10-21
15788,금속섬유,2021-10-21
15789,히팅 모듈,2021-10-21
15790,홈헬스케어,2021-10-21
15791,안마기,2021-10-21
15792,온도제어기,2021-10-21
15793,metal fiber,2021-10-21
15794,heating module,2021-10-21
15795,home health care,2021-10-21
15796,massage device,2021-10-21
15797,temperature controller,2021-10-21
15798,운전 제어 시스템,2021-10-21
15799,스택 제어,2021-10-21
15800,퍼지 시스템,2021-10-21
15801,센서 계측,2021-10-21
15802,집약관리,2021-10-21
15803,Purge system,2021-10-21
15804,Operation Control System,2021-10-21
15805,Stack Control,2021-10-21
15806,sensor instrumentation,2021-10-21
15807,Intensive management,2021-10-21
15808,지중 그리드,2021-10-21
15809,이상 상태 분석,2021-10-21
15810,전력선 통신,2021-10-21
15811,사물인터넷,2021-10-21
15812,인공지능,2021-10-21
15813,underground energy grid,2021-10-21
15814,anomaly detection,2021-10-21
15815,PLC,2021-10-21
15816,IoT,2021-10-21
15817,AI,2021-10-21
15818,폐암,2021-10-20
15819,분자진단,2021-10-20
15820,액체생검,2021-10-20
15821,세포외 나노소포체,2021-10-20
15822,폐포세척액,2021-10-20
15823,유전자변이,2021-10-20
15824,동반진단,2021-10-20
15825,조기진단,2021-10-20
15826,lung cancer,2021-10-20
15827,molecular diagnostics,2021-10-20
15828,liquid biopsy,2021-10-20
15829,extracellular vesicle,2021-10-20
15830,bronchial washing,2021-10-20
15831,genetic mutation,2021-10-20
15832,companion diagnostics,2021-10-20
15833,early diagnosis,2021-10-20
15834,에지 컴퓨팅,2021-10-20
15835,인공지능,2021-10-20
15836,유해가스 센서,2021-10-20
15837,반도체식 센서,2021-10-20
15838,센서 모니터링,2021-10-20
15839,사물인터넷,2021-10-20
15840,빅데이터,2021-10-20
15841,대기질,2021-10-20
15842,Edge Computing,2021-10-20
15843,Artificial Intelligence,2021-10-20
15844,Hazardous Gas Sensor,2021-10-20
15845,Semiconductor Type Sensor,2021-10-20
15846,Sensor Monitoring,2021-10-20
15847,IoT,2021-10-20
15848,Big Data,2021-10-20
15849,Air Quality,2021-10-20
15850,이온 발열체,2021-10-20
15851,온수 히터봉,2021-10-20
15852,직접 가열식,2021-10-20
15853,전기히터,2021-10-20
15854,화재안전,2021-10-20
15855,on heating element,2021-10-20
15856,Hot water heater rod,2021-10-20
15857,Direct heating type,2021-10-20
15858,Electric heater,2021-10-20
15859,Fire safety,2021-10-20
15860,원자 수준 화학적 에칭,2021-10-20
15861,식각 반응,2021-10-20
15862,식각제,2021-10-20
15863,패터닝 공정,2021-10-20
15864,가스 흐름 제어,2021-10-20
15865,ALCE,2021-10-20
15866,Etching reaction,2021-10-20
15867,etchant,2021-10-20
15868,patterning process,2021-10-20
15869,gas transport control,2021-10-20
15870,구조보강,2021-10-19
15871,내진보강,2021-10-19
15872,하이브리드 소재,2021-10-19
15873,철골 프레임,2021-10-19
15874,내진보강 프레임,2021-10-19
